Actual Time;Measured Time;Delta;EMA;PPM
82.999746536;83;0.00025346399999648384;-0.00023770651263939853;5.1177365229957985
84.000286499;84;-0.00028649899999777517;-0.0002425857613752362;5.054154096512756
84.999656494;85;0.000343505999992999;-0.0001839765852384127;5.038916057557603
86.000031574;86;-3.1574000004752634e-05;-0.00016873632671504668;5.032895735124775
87.000631175;87;-0.0006311749999952099;-0.000214980194043063;4.987092692762599
87.999817576;88;0.00018242400000190173;-0.00017523977463856656;4.97097026011183
89.000435596;89;-0.0004355960000026471;-0.0002012753971749746;4.932681969158416
90.00007718;90;-7.718000000522807e-05;-0.00018886585745799995;4.902369272234417
90.999977782;91;2.2217999998019877e-05;-0.00016775747171239797;4.885626580211071
91.99962989000001;92;0.00037010999999154137;-0.00011397072454200403;4.904245831429519
93.00064374600001;93;-0.0006437460000086048;-0.0001669482520886641;4.8819591797434105
94.00033532100001;94;-0.00033532100000854825;-0.00018378552688065255;4.846473225720966
95.000062855;95;-6.285499999592048e-05;-0.00017169247419217935;4.817950349292974
95.999908788;96;9.121200000095087e-05;-0.00014540202677286633;4.805009283500897
97.00065339300001;97;-0.0006533930000074406;-0.00019620112409632375;4.757753262835634
98.000504589;98;-0.0005045890000019426;-0.00022703991168688566;4.691318511012676
99.000241478;99;-0.000241478000006623;-0.00022848372051885942;4.625112425988315
100.000065778;100;-6.57780000068442e-05;-0.0002122131484676579;4.569718836959982
100.99968689800001;101;0.00031310199999268207;-0.0001596816336216239;4.5454860858076716
102.000654563;102;-0.0006545629999976654;-0.00020916977025922805;4.491789075899308
103.000350815;103;-0.0003508150000044452;-0.00022333429323374975;4.430711181377563
104.000090335;104;-9.033499999588912e-05;-0.0002100343639099637;4.377964023318167
104.999840379;105;0.0001596209999945586;-0.00017306882751951148;4.345742278130918
105.99957171300001;106;0.0004282869999912009;-0.00011293324476844023;4.344824043229005
107.000527977;107;-0.0005279770000043982;-0.00015443762029203602;4.320148541960765
108.000239432;108;-0.00023943200000076104;-0.00016293705826290854;4.290285557485983
108.999870199;109;0.00012980099999992945;-0.00013366325243662476;4.274539647084416
109.999718179;110;0.0002818210000015142;-9.211482719281086e-05;4.277953799490459
111.00068292;111;-0.0006829200000026958;-0.00015119534447379938;4.250605970452986
112.000554873;112;-0.000554872999998679;-0.00019156311002628735;4.203544584729269
113.000120154;113;-0.00012015400000109366;-0.00018442219902376798;4.160307538253737
113.999859382;114;0.0001406180000032009;-0.0001519181791210711;4.132279139477927
114.999437234;115;0.0005627660000016022;-8.044976120880377e-05;4.135974678066641
116.000442612;116;-0.0004426120000005085;-0.00011666598508797424;4.1216412446350645
117.000292931;117;-0.0002929310000041596;-0.00013429248657959277;4.098579053919912
118.000026604;118;-2.660399999854235e-05;-0.00012352363792148772;4.079520515349902
118.999740105;119;0.0002598949999992328;-8.518177412941566e-05;4.075803359559371
120.000606618;120;-0.000606618000006165;-0.0001373253967170906;4.049036061296859
121.000329474;121;-0.0003294739999972762;-0.00015654025704510914;4.014119255568367
122.00001988;122;-1.987999999641943e-05;-0.00014287423134024018;3.984751639473759
122.99975852200001;123;0.00024147799999241215;-0.00010443900820697496;3.9703464664629347
123.999492488;124;0.0005075119999986555;-4.324390738641192e-05;3.978778990162562
125.000438227;125;-0.00043822700000362147;-8.274221664813288e-05;3.970249030527546
126.000151143;126;-0.00015114299999652303;-8.95822949829719e-05;3.9580659493395336
126.99993129900001;127;6.87009999893462e-05;-7.375396548574009e-05;3.9508310641323434
127.999677543;128;0.00032245699999577937;-3.413286893758814e-05;3.9568919813693824
129.000632344;129;-0.0006323439999960101;-9.395398204343034e-05;3.939855202849242
130.000432965;130;-0.00043296499998746185;-0.0001278550838378335;3.9102608620367536
131.00021428999997;131;-0.00021428999997397113;-0.00013649857545144727;3.877645915948249
131.999826639;132;0.00017336100000875376;-0.00010551261790542717;3.855756487380885
132.999652986;133;0.00034701399999903515;-6.0259956114980943e-05;3.8487768199282186
134.00046015299998;134;-0.00046015299997748116;-0.00010024926050123097;3.8275638177746574
135.000346138;135;-0.00034613799999760886;-0.00012483813445086876;3.797993460568347
135.999989476;136;1.0524000003897527e-05;-0.00011130192100539213;3.7728451918504873
136.999767878;137;0.00023212199999989025;-7.69595289048639e-05;3.7584842022015392
138.000658948;138;-0.0006589479999945524;-0.00013515837601383275;3.7253573500509107
139.00039408299997;139;-0.0003940829999748985;-0.00016105083840993933;3.6845084831387163
139.999703561;140;0.00029643900001019574;-0.00011530185456792584;3.6581721270252943
141.000202304;141;-0.00020230399999832116;-0.0001240020691109654;3.6292364929820358
141.999555634;142;0.000444366000010632;-6.716526219880565e-05;3.6172289878616706
142.999931299;143;6.870100000355706e-05;-5.3578635978569376e-05;3.6086226730678534
144.000583815;144;-0.0005838149999988218;-0.00010660227238059462;3.5840954634616913
144.99983043999998;145;0.00016956000001755456;-7.89860451407797e-05;3.5673814662432117
146.00038005;146;-0.0003800499999897511;-0.00010909244062567685;3.541930295733872
146.999785418;147;0.00021458200001234218;-7.672499656187495e-05;3.525454353687666
148.0002941;148;-0.000294099999990749;-9.846249690476235e-05;3.5027631028416755
148.99966877199998;149;0.00033122800002161057;-5.549344721212506e-05;3.4915691289700184
150.00063146699998;150;-0.0006314669999767375;-0.00011309080248858631;3.46463329620099
151.000069871;151;-6.987099999378188e-05;-0.00010876882223910586;3.438978513997123
152.000078057;152;-7.805699999607896e-05;-0.00010569764001480317;3.414228281897888
152.99970209999998;153;0.0002979000000209453;-6.533787601122833e-05;3.3998445432012865
154.000603695;154;-0.0006036949999952412;-0.00011917358840962963;3.371626093164884
155.00037274099998;155;-0.0003727409999783049;-0.00014453032956649717;3.3373575824840995
155.999995615;156;4.385000011097873e-06;-0.00012963879660873767;3.307221296454607
156.999639538;157;0.000360462000003281;-8.06287169475358e-05;3.2892769823600934
157.99954978699998;158;0.000450213000021904;-2.7544545250591828e-05;3.283898301535453
159.000397006;159;-0.0003970059999858222;-6.449069072411487e-05;3.2692310573677763
160.00013769499998;160;-0.00013769499997806633;-7.181112164951001e-05;3.2526407041790026
160.99991346599998;161;8.653400001890077e-05;-5.597660948266893e-05;3.239555586824625
161.999703561;162;0.00029643900001019574;-2.0735048533382466e-05;3.234220860132842
163.000696953;163;-0.0006969529999878432;-8.835684367882853e-05;3.213175520585041
164.000344091;164;-0.00034409099998811143;-0.00011393025930975684;3.1865082752175375
165.000116062;165;-0.00011606199998936972;-0.00011414343337771813;3.1600545696633358
165.999845349;166;0.00015465100000255916;-8.72639900396904e-05;3.139679533846977
166.99956703599997;167;0.00043296400002645896;-3.5241191033075464e-05;3.130482079130262
168.000411916;168;-0.0004119159999902422;-7.290867192879215e-05;3.1129867931266038
169.000159621;169;-0.0001596209999945586;-8.157990473536879e-05;3.09364451620036
169.99988978599998;170;0.0001102140000170948;-6.240051426012244e-05;3.078297228347651
170.999587792;171;0.00041220800000019153;-1.4939662834091048e-05;3.072536362253004
171.999461207;172;0.0005387930000040342;4.043360344972148e-05;3.077520095968904
173.000285037;173;-0.000285036999997601;7.88654310498923e-06;3.075231698133737
174.00012629399998;174;-0.00012629399998331792;-5.531511203841485e-06;3.0697714886005634
174.999764369;175;0.00023563100000956183;1.8584739917498846e-05;3.0685965592843636
175.999506228;176;0.0004937719999986712;6.610346592561608e-05;3.0760226348152098
177.00059726299997;177;-0.0005972629999746459;-2.3318066441012478e-07;3.06998019248657
178.00030550199997;178;-0.000305501999974922;-3.0760062595461316e-05;3.057812610550331
178.999963749;179;3.6251000011588985e-05;-2.4058956334756285e-05;3.0467270443137457
179.999640707;180;0.00035929300000248077;1.4276239298967425e-05;3.042505919205529
180.999312695;181;0.0006873050000137937;8.157911537045005e-05;3.0501275964532315
182.00032421199998;182;-0.0003242119999811166;4.1000003835293384e-05;3.04964052611349
183.00007308699998;183;-7.308699997565782e-05;2.959130345419826e-05;3.0465930547094753
183.999813191;184;0.0001868090000129996;4.5313073110078394e-05;3.0458781999101667
184.999590716;185;0.0004092839999998432;8.171016579905488e-05;3.0510017729356744
186.00051803699998;186;-0.0005180369999777668;2.1735449221372714e-05;3.0450891812313547
187.00023797;187;-0.00023797000000058688;-4.235095700823245e-06;3.0344123822233713
187.999916682;188;8.331800000860312e-05;4.520213870119393e-06;3.0250389702901184
188.999710578;189;0.0002894220000086989;3.301039248397734e-05;3.020214943328262
189.999440742;190;0.0005592580000097769;8.56351532365573e-05;3.023743139580588
191.000407823;191;-0.00040782299998909366;3.62893379139922e-05;3.018592834280868
192.000065778;192;-6.577799999263334e-05;2.6082604123329648e-05;3.0114605801321765
192.999719933;193;0.0002800670000056016;5.1481043711556846e-05;3.0081354249732963
193.999592762;194;0.0004072380000081921;8.705673934122037e-05;3.010077467805563
195.000489972;195;-0.0004899719999968966;2.935386540740868e-05;3.002428806997073
196.000161083;196;-0.00016108299999473275;1.0310178867194539e-05;2.9915862844123016
196.999883646;197;0.00011635399999931906;2.091456098040699e-05;2.9822418343139256
197.99955651099998;198;0.0004434890000197811;6.31720048843444e-05;2.9791585635493845
198.999447759;199;0.00055224100000828;0.00011207890439673797;2.983091141174763
199.99994913199998;200;5.086800001663505e-05;0.00010595781395872768;2.985547875259976
201.00041367;201;-0.0004136700000003657;5.399503256281835e-05;2.979811704245586
201.999728995;202;0.0002710050000018782;7.569602930672434e-05;2.9769838589344917
203.00032888899997;203;-0.0003288889999737421;3.523752637867769e-05;2.9679452870833902
203.99959890199997;204;0.00040109800002596785;7.18235737434067e-05;2.9639935895435743
205.000003801;205;-3.8009999911992054e-06;6.426111636994611e-05;2.958660648989155
205.999555927;206;0.00044407300001125805;0.0001022423047340773;2.958409631508777
207.000104075;207;-0.00010407499999587344;8.161057426108224e-05;2.954878212285441
208.000443781;208;-0.0004437810000013087;2.9071416834843138e-05;2.9437882003851925
208.999707947;209;0.00029205300000967327;5.5369575152326154e-05;2.936206572977449
209.999576976;210;0.0004230240000140384;9.213501763849738e-05;2.933420370651488
211.000544933;211;-0.0005449329999862584;2.8428215876021804e-05;2.921773571947519
212.00012454;212;-0.00012454000000161614;1.3131394288258012e-05;2.9080327512135553
212.999998246;213;1.754000010123491e-06;1.199365486044456e-05;2.894142893347954
213.99958983899998;214;0.0004101610000191158;5.181038937631169e-05;2.8854539931670202
214.99925831899998;215;0.000741681000022254;0.00012079745044090594;2.8855457051611078
216.000420978;216;-0.00042097799999396557;6.661990539741879e-05;2.8783298689468664
217.000032743;217;-3.2742999991342e-05;5.668361485854271e-05;2.869686553883474
217.99975062899998;218;0.000249371000023757;7.595235337506414e-05;2.863340040372949
218.99943781899998;219;0.0005621810000207006;0.00012457521803962778;2.862864512562034
220.000447582;220;-0.0004475819999925079;6.735949623641421e-05;2.8549873620839894
221.000185932;221;-0.000185931999993727;4.2030346613400094e-05;2.8438754809523985
221.99998450599998;222;1.5494000024318666e-05;3.9376711954491954e-05;2.832395031431151
222.99951675199998;223;0.00048324800002319535;8.37638407613623e-05;2.82621227486522
223.999484887;224;0.0005151130000058401;0.00012689875668581008;2.824992316515595
225.000267789;225;-0.00026778899999158057;8.742998101807101e-05;2.818813889264822
226.00005233;226;-5.23299999883875e-05;7.345398291742516e-05;2.810833892822537
226.99977693999998;227;0.0002230600000245886;8.841458462814151e-05;2.8044715872895534
227.999508274;228;0.00049172600000702;0.00012874572616602937;2.802587764369703
229.000433257;229;-0.0004332569999974112;7.254545354968531e-05;2.7940310922510783
230.000208735;230;-0.00020873500000107015;4.4417408194609765e-05;2.782203729153289
230.999797404;231;0.0002025960000082705;6.023526737597585e-05;2.772140527165555
231.999616735;232;0.00038326500001062414;9.253824063944068e-05;2.7656132210925217
232.999320004;233;0.0006799960000023475;0.00015128401657573136;2.7654131214536593
234.00030871799999;234;-0.00030871799998521965;0.00010528381491963626;2.759896923679773
234.99996608799998;235;3.391200002056394e-05;9.814663342972903e-05;2.7534497606503963
235.999668188;236;0.0003318120000130875;0.00012151317008806488;2.749376460628733
236.99940858399998;237;0.0005914160000202173;0.00016850345308128015;2.750111471851387
238.00051657499998;238;-0.0005165749999775926;9.999560777539286e-05;2.743311336876895
239.000211659;239;-0.00021165900000141846;6.883014699771172e-05;2.7331336388899543
239.999982459;240;1.754100000539438e-05;6.370123229847999e-05;2.722392788972408
240.99957522199998;241;0.0004247780000241619;9.980890907104818e-05;2.7153518671694434
241.99938227299998;242;0.0006177270000193857;0.00015160071816588196;2.7134914231930116
243.000287376;243;-0.00028737599998862606;0.00010770304635043115;2.706959475388206
244.00000993999998;244;-9.93999998399886e-06;9.593874171698815e-05;2.6991344715336245
244.99973367299998;245;0.0002663270000198281;0.00011297756754727214;2.6929271810199054
245.999410923;246;0.0005890770000007706;0.000160587510792622;2.6913055300483513
246.999320004;247;0.0006799960000023475;0.00021252835971359455;2.694546942518181
248.000289423;248;-0.0002894229999981235;0.00016233322374242275;2.692571391740667
248.999840964;249;0.00015903600001365703;0.00016200350136954617;2.6903518811806286
249.999652401;250;0.0003475990000083584;0.0001805630512334274;2.689702641042849
250.999341637;251;0.0006583630000136509;0.00022834304611144977;2.6933460768632527
252.000435888;252;-0.00043588799999838557;0.00016191994150046625;2.6903986912076716
253.000124832;253;-0.00012483200001156547;0.0001332447473492631;2.6845921901256142
253.999776648;254;0.00022335200000611621;0.0001422554726149484;2.6795079026353585
254.99960182499998;255;0.00039817500001504413;0.00016784742535495798;2.676648284896422
255.999167691;256;0.0008323090000033062;0.0002342935828197928;2.679670823449355
257.000083319;257;-8.331899999802772e-05;0.00020253232453801076;2.6795065851264286
258.00003771300004;258;-3.771300004018485e-05;0.00017850779208019118;2.676948361299219
258.999600948;259;0.0003990519999774733;0.00020056221286991939;2.6761755939437237
260.00024791000004;260;-0.00024791000004142916;0.00015571499157878452;2.6712184503754215
260.999475824;261;0.0005241759999989881;0.0001925610924208049;2.669373189309732
261.99996199500004;262;3.800499996486906e-05;0.0001771054831752113;2.6659915038682778
262.999262996;263;0.0007370039999727851;0.0002330953348549687;2.667294560671819
263.999894756;264;0.00010524399999667367;0.00022031020136913923;2.667242832490238
265.000375372;265;-0.000375372000007701;0.00016074198123145522;2.661894735423291
265.999551542;266;0.0004484579999939342;0.00018951358310770311;2.6588723583438036
267.000085658;267;-8.565799998905277e-05;0.00016199642479802754;2.6533869780750465
267.999574637;268;0.00042536299997664173;0.00018833308231588897;2.649994713841295
268.999900603;269;9.939699998540164e-05;0.00017943947408284025;2.6457238477535507
269.999717009;270;0.0002829910000059499;0.00018979462667515122;2.642179415506341
270.999480209;271;0.0005197909999878902;0.00022279426400642513;2.6411839703034956
271.9990566;272;0.0009433999999828302;0.00029485483760406564;2.645819594332014
273.000129217;273;-0.00012921699999424163;0.00025244765384423493;2.6467400898706837
273.99992399;274;7.600999998658153e-05;0.0002348038884584696;2.646024910839956
274.999651524;275;0.0003484759999992093;0.0002461710996125436;2.6460147039224715
275.999332574;276;0.0006674260000067989;0.00028829658965196913;2.6491031549526793
277.00033064300004;277;-0.000330643000040709;0.00022640263068270135;2.6470960350135995
278.000095305;278;-9.53050000020994e-05;0.00019423186761422128;2.642438541354074
278.999663218;279;0.00033678199997666525;0.00020848688085046567;2.6387724996747113
279.99945039;280;0.0005496100000073056;0.0002425991927661497;2.6375846227064277
280.999230838;281;0.0007691619999832255;0.0002952554734878573;2.6402092571741065
282.000202888;282;-0.00020288799998979812;0.00024544112614009175;2.6388345907416406
282.999772263;283;0.00022773699998879238;0.00024367071352496183;2.6371597892041296
283.99968719000003;284;0.0003128099999685219;0.00025058464216931787;2.635837173232115
284.99937847300004;285;0.0006215269999643169;0.0002876788779488178;2.6370787727424383
286.00034935400004;286;-0.0003493540000363282;0.00022397559015030317;2.633444971490982
286.999935976;287;6.402399998250985e-05;0.00020798043113352384;2.6285344448557444
287.99982927;288;0.00017072999997935767;0.00020425538801810723;2.6232675209695686
288.999573175;289;0.0004268249999768159;0.0002265123492139781;2.619514835651258
289.999213005;290;0.0007869949999985693;0.00028256061429243724;2.6196380321594273
291.000268666;291;-0.00026866600001085317;0.00022743795286210818;2.6156812168751684
291.999978659;292;2.1340999978747277e-05;0.0002068282575737721;2.6101764217367496
292.99965357;293;0.0003464299999791365;0.00022078843181430854;2.605574213505901
293.999294862;294;0.0007051380000007157;0.00026922338863294925;2.6042358510703822
295.00026165;295;-0.0002616500000272026;0.00021613604976693406;2.599097598351519
296.000141788;296;-0.00014178800000763658;0.00018034364478947698;2.591442588160485
296.999676666;297;0.0003233339999724194;0.00019464268030777124;2.5847349751980113
297.99947407;298;0.0005259299999806899;0.0002277714122750631;2.5802183452302407
298.999183478;299;0.0008165219999796136;0.0002866464710455182;2.579557340471701
300.000090043;300;-9.004300000015064e-05;0.0002489775239409513;2.5762349765457357
301.000020757;301;-2.075700001569203e-05;0.00022200407154528696;2.5710279742529045
301.99964977;302;0.0003502299999809111;0.00023482666438884937;2.5665960056701196
302.9994691;303;0.000530900000001111;0.00026443399795007556;2.5640126399238046
303.999010409;304;0.0009895910000068397;0.000336949698155752;2.566006641466466
305.000025142;305;-2.51420000267899e-05;0.0003007405283374978;2.5654687288536677
305.999768755;306;0.00023124500000903936;0.00029379097550465193;2.5643336192915327
306.99957259;307;0.00042740999998613916;0.00030715287795280067;2.563905738503798
307.999223237;308;0.0007767629999761994;0.00035411389015514055;2.5662851548192207
309.00060691;309;-0.0006069099999876926;0.00025801150114085727;2.5624381030606096
310.000023096;310;-2.3096000006717077e-05;0.00022990075102609982;2.556756209590285
310.999785126;311;0.0002148739999938698;0.00022839807592287684;2.550932261656229
311.999511198;312;0.0004888020000066717;0.0002544384683312563;2.5466628476522306
312.99910746800003;313;0.0008925319999661951;0.0003182478214947502;2.5462148370023803
314.000023973;314;-2.3972999997567968e-05;0.0002840257393455184;2.5435447693247526
314.999790388;315;0.00020961199999192104;0.0002765843654101587;2.540323412552597
315.999409461;316;0.000590538999972523;0.0003079798288663951;2.538891237070564
316.999225868;317;0.0007741320000036467;0.0003545950459801203;2.5401094611407524
318.00020756600003;318;-0.00020756600002869163;0.0002983789413792391;2.537829424610002
318.999962288;319;3.7711999993916834e-05;0.0002723122472407069;2.5339107377903747
319.99916973800003;320;0.0008302619999653871;0.0003281072225131749;2.5331762457680638
320.999755014;321;0.0002449859999842374;0.00031979510026028114;2.5318257543885223
321.99915132;322;0.0008486799999900541;0.00037268359023325844;2.5334053868686226
322.999490734;323;0.0005092659999945681;0.0003863418312093894;2.5355936312440863
324.00003245100004;324;-3.245100003823609e-05;0.00034446254808462686;2.53521075687753
324.999444251;325;0.0005557490000001053;0.0003655911932761747;2.5358879497512006
326.000040344;326;-4.0344000012737524e-05;0.0003249976739472835;2.534125160323043
326.999350407;327;0.0006495929999914551;0.0003574572065517007;2.5340686794129637
328.000000293;328;-2.930000277956424e-07;0.0003216821858937511;2.53188310583597
328.99908788100004;329;0.0009121189999632406;0.0003807258673007;2.532860346986511
330.000163714;330;-0.00016371399999570713;0.00032628188057105925;2.5306900308233997
330.99975823;331;0.00024177000000236148;0.0003178306925141895;2.5279592781321423
331.99940332200003;332;0.0005966779999653227;0.00034571542325930284;2.5266537764390598
332.99923727000004;333;0.0007627299999626302;0.0003874168809296356;2.5274850104550204
334.000071917;334;-7.19170000138547e-05;0.00034148349283528664;2.525702608957742
334.999936853;335;6.314699999165896e-05;0.0003136498435509239;2.522333651825939
335.99968339000003;336;0.0003166099999702965;0.00031394585919286116;2.5189065669206196
336.999291938;337;0.000708062000001064;0.0003533574732736815;2.517483521370894
337.99907443300003;338;0.0009255669999674865;0.000410578425943062;2.5189501215799166
339.000130386;339;-0.00013038600002346357;0.00035648198334640947;2.517443588491836
339.999693622;340;0.00030637800000477;0.0003514715850122456;2.515573972455428
340.999537509;341;0.0004624910000075033;0.0003625735265117714;2.51417883693112
341.99913641;342;0.0008635899999944741;0.0004126751738600417;2.515242105460534
343.000117816;343;-0.00011781599999949322;0.0003596260564740882;2.5134612503505287
343.99993042200003;344;6.957799996598624e-05;0.000330621250823278;2.5101178547053387
344.999710578;345;0.0002894219999802772;0.00032650132573897793;2.506499048358754
345.99944045;346;0.0005595499999913045;0.0003498061931642106;2.5039820562799853
346.999148981;347;0.0008510189999810791;0.0003999274738458975;2.503874334429465
348.00004531400003;348;-4.5314000033158663e-05;0.0003554033264579919;2.5014450472878527
348.999923113;349;7.688699997743242e-05;0.00032755169380993597;2.497566355324554
349.999485471;350;0.0005145289999859415;0.00034624942442753654;2.4945450574238412
350.99913524100003;351;0.0008647589999668526;0.0003981003819814682;2.4939720327259947
351.999126763;352;0.0008732370000075207;0.0004456140437840734;2.495582604542388
353.000003801;353;-3.8009999911992054e-06;0.0004006725394065462;2.494888175506019
353.99973221100004;354;0.00026778899996315886;0.0003873841854622075;2.4934519246822386
354.99928463000003;355;0.0007153699999662422;0.00042018276691261095;2.4934786318302513
355.99919663400004;356;0.0008033659999568954;0.0004585010902170394;2.495196189198569
357.00020756600003;357;-0.00020756600002869163;0.0003918943811924663;2.4936408450170613
357.999848273;358;0.00015172700000221084;0.00036787764307344076;2.490873836387513
358.999493657;359;0.0005063429999836444;0.00038172417876446114;2.4886800529830624
359.99922908400004;360;0.0007709159999649273;0.0004206433608845078;2.4882045894731157
360.998908965;361;0.0010910350000017388;0.0004876825247962309;2.490700745103409
361.999927206;362;7.27940000047056e-05;0.0004461936723170784;2.4911475383352206
362.99964977;363;0.0003502299999809111;0.0004365973050834617;2.4910381326913495
